address,bed_room_location_privacy,beds,challenging_behaviors,city,funding_type,nursing_support,overnight_supervision,phone_number,physical_accommodations,profile_id,provider,state,type_of_home,typical_staffing_pattern,updated,url
3524 Kyle Ave North,"Main Floor, Basement /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Crystal,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,952-769-9221,"Ramp, Bathroom Hand Rails",3781,Attentive care,MN,"CRS/Formerly SLS, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:2,"Jul 17, 2023",https://mnopenings.org/profile/housing/?profile=3781
1908 Skyline drive North,"Main Floor, Basement /",5,"Verbal Aggression, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Burnsville,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-432-0125,"Hoyer Lift, Bathroom Hand Rails",5238,ALPHA HOME CARE SERVICES LLC,MN,"In-Home, Respite, Out of Metro Crisis Bed",2:4,"Jul 17, 2023",https://mnopenings.org/profile/housing/?profile=5238
17640 51st Street NE,"Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Otsego,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,6128762236,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5452,Fasika Desta,MN,"CRS/Formerly SLS, Foster Care, In-Home, Respite",1:1,"Jul 17, 2023",https://mnopenings.org/profile/housing/?profile=5452
11620 Galtier Drive,Basement /,1,"Verbal Aggression, Physical Aggression, Property Destruction",Burnsville,CADI Waiver,On Call,Sleep,651-315-9650,Ramp,5521,ResCare,MN,CRS/Formerly SLS,,"Jul 17, 2023",https://mnopenings.org/profile/housing/?profile=5521
3409 west park Dr,"Main Floor, Basement /",2,"Alcohol / Chemical Dependency, Positive Support Transition Plan",Burnsville,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay",,Awake,1651-447-1499/651-332-6518,,5071,Gemene Gelgelu,MN,Foster Care,1:1,"Jul 17, 2023",https://mnopenings.org/profile/housing/?profile=5071
Noble House,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,763-639-8092,"Wheelchair, Ramp, Bathroom Hand Rails",3832,Horizon Home Care Services Inc,MN,"CRS/Formerly SLS, SILS, Temporary Care",1:2,"Jul 17, 2023",https://mnopenings.org/profile/housing/?profile=3832
92 nd Avenue,"Main Floor, Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,763-639-8092,Bathroom Hand Rails,4382,Horizon Home Care Services Inc,MN,"CRS/Formerly SLS, SILS, Temporary Care",1:2,"Jul 17, 2023",https://mnopenings.org/profile/housing/?profile=4382
"8216 Irving Avenue North, 1800 Laramie Trail, 7200 Noble Ave N","Main Floor, Basement /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan","Brooklyn Park, Brooklyn Center","CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-404-4456,"Wheelchair, Hoyer Lift, Ramp, Bathroom Hand Rails",3594,Epic Homes LLC,MN,"CRS/Formerly SLS, In-Home",2:4,"Jul 17, 2023",https://mnopenings.org/profile/housing/?profile=3594
201 103rd ave nw,"Main Floor, Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Coon Rapids,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,651-494-7635,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",4768,West Metro Care Services LLC,MN,"CRS/Formerly SLS, In-Home",1:3,"Jul 17, 2023",https://mnopenings.org/profile/housing/?profile=4768
870 9th Ave NW,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Elopement, Alcohol / Chemical Dependency",New Brighton,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6128650532,"Ramp, Stair Lift, Bathroom Hand Rails",3822,Heritage House LLC,MN,"CRS/Formerly SLS, In-Home",1:3,"Jul 16, 2023",https://mnopenings.org/profile/housing/?profile=3822
2392 Timber Ave E,"Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Maplewood,"DD Waiver, CAC, CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,9522151089,Bathroom Hand Rails,4351,Caring From The Heart AFC,MN,"CRS/Formerly SLS, ICF, Foster Care, In-Home",1:1,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=4351
9757 Thomas Ave N,"Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,7634981172,"Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",5101,Zari Homes,MN,"In-Home, Temporary Care, Out of Metro Crisis Bed",1:2,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=5101
2435 15th Ave S,"Main Floor, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,612-224-4343,"Hoyer Lift, Bathroom Hand Rails",5139,Kubra Home Care Inc,MN,"CRS/Formerly SLS, ICF, In-Home",1:2,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=5139
1921 Smith Circle,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Wayzata,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,952 303 5973,"Wheelchair, Hoyer Lift, Ramp, Stair Lift, Bathroom Hand Rails",4492,ICARE HOMES LLC,MN,"SILS, In-Home",1:2,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=4492
451 N. Everett St,Main Floor /,1,,Stillwater,CADI Waiver,On Call,Awake,651-351-0907,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5520,Hope House of St. Croix Valley,MN,Foster Care,1:3,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=5520
8051 Hornell Ave S,"Main Floor, Upstairs /",3,"Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Cottage Grove,"CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,651-368-8000,"Wheelchair, Hoyer Lift, Ramp, Stair Lift, Bathroom Hand Rails",5207,Deep Harmony Home Care,MN,"ICF, SILS, In-Home",1:3,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=5207
6714 92nd Bay South,Main Floor /,2,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Cottage Grove,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Call,Awake,6513662730,"Wheelchair, Ramp, Bathroom Hand Rails",5342,Caringhands Home Health Care INC.,MN,"SILS, In-Home, Respite",1:3,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=5342
1222 Kensington Way,Upstairs /,1,,Buffalo,"DD Waiver, CADI Waiver, TBI",,Sleep,651-255-2204,,5498,Lutheran Social Service - Host Homes,MN,Foster Care,,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=5498
101 Red River Avenue South,Upstairs /,2,,Cold Spring,"DD Waiver, CADI Waiver, TBI, Private Pay",,Sleep,6128161983,,5503,Grace Living Homes,MN,"Foster Care, Respite",1:1,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=5503
5206 PALMER LN NW,Basement /,2,,ROCHESTER,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",,Sleep,7636392552,,5143,AFCGRP18 HOMECARE,MN,Foster Care,1:2,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=5143
3951 Portland Ave,"Main Floor, Basement, Upstairs /",2,"Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",White bear lake,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,763-516-4797,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",2898,We-care Foster home,MN,"CRS/Formerly SLS, Foster Care, SILS, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:2,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=2898
10253 Mississippi Blvd NW,"Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Coon Rapids,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,9523006600,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",3327,Living Grace Home Care,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home, Out of Metro Crisis Bed",2:4,"Jul 14, 2023",https://mnopenings.org/profile/housing/?profile=3327
4910 102 trail N,"Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn park,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay",,Awake,763-291-8730,"Stair Lift, Bathroom Hand Rails",3303,Grace Adult Foster Care,MN,Foster Care,1:2,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=3303
1702 13th Ave W,"Main Floor, Basement /",5,"Verbal Aggression, Physical Aggression, Positive Support Transition Plan",Shakopee,"DD Waiver, CAC, CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6122984872,"Wheelchair, Hoyer Lift, Ramp, Bathroom Hand Rails",5256,3mb Health Services (Homecare and Assisted Living Home),MN,"CRS/Formerly SLS, In-Home, Respite",1:2,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=5256
1465 DANFORTH ST,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",SAINT PAUL,"CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6513669972,"Wheelchair, Bathroom Hand Rails",4352,Avian Care,MN,"SILS, In-Home, Temporary Care",1:2,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=4352
110 63 1/2 Way NE,"Main Floor, Basement /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Fridley,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay",Weekly Visit,Awake,6513669972,"Wheelchair, Ramp, Bathroom Hand Rails",5242,Avian Care,MN,"SILS, In-Home, Temporary Care",1:2,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=5242
801 SELBY AVENUE,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency",ST. PAUL,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,9528552098,Bathroom Hand Rails,3748,"Compassionate Hearts, LLC  (18+)",MN,"CRS/Formerly SLS, ICF, In-Home, Respite",1:2,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=3748
5812 46TH AVENUE SOUTH,"Main Floor, Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency",MINNEAPOLIS,"CAC, CADI Waiver, Elderly Waiver, Private Pay",On Site,Awake,9528552098,Bathroom Hand Rails,3749,"Compassionate Hearts, LLC  (18+)",MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Respite",1:2,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=3749
1284 Berry Ridge Rd,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",EAGAN,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,9528552098,"Wheelchair, Ramp, Stair Lift",3545,"Compassionate Hearts, LLC  (18+)",MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:2,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=3545
1460 Farrington Street,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",St. Paul,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay",Weekly Visit,Awake,6518082633,Bathroom Hand Rails,5229,"Highview Home Care LLC (55 +, CADI,TBI)",MN,In-Home,1:3,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=5229
1113 suburban Ave,"Main Floor, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",St Paul Mn,"CAC, CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6124618150,Bathroom Hand Rails,4975,Precious Health Service LLC,MN,In-Home,1:1,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=4975
6714 92nd Bay South,Main Floor /,2,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Cottage Grove,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Call,Awake,6513662730,"Wheelchair, Ramp, Bathroom Hand Rails",5354,Caringhands Home Health Care INC.,MN,"SILS, In-Home, Respite",1:3,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=5354
3647 N 6th St,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-545-8707,"Hospital Bed, Bathroom Hand Rails",4796,Multicultural Care Center LLC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:2,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=4796
3654 2 1/2 St NE,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-545-8707,"Hospital Bed, Bathroom Hand Rails",3953,Multicultural Care Center LLC,MN,"CRS/Formerly SLS, ICF, In-Home, Respite",1:2,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=3953
1702 Abell St.,"Basement, Upstairs /",4,,Maplewood,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6514342389,"Wheelchair, Ramp, Bathroom Hand Rails",4968,MTC senior residence LLC,MN,"SILS, In-Home",1:1,"Jul 13, 2023",https://mnopenings.org/profile/housing/?profile=4968
1235 McDonald Drive,Main Floor /,1,,Hutchinson,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,Electronic Monitoring,(320) 587-6277,"Wheelchair, Ramp, Bathroom Hand Rails",5518,"Aveyron Homes, Inc.",MN,CRS/Formerly SLS,1:3,"Jul 12, 2023",https://mnopenings.org/profile/housing/?profile=5518
12570 Crowfoot Ct,"Main Floor, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Eden Prairie,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6124612158,"Ramp, Bathroom Hand Rails",3823,Prairie Residence Care LLC,MN,SILS,1:2,"Jul 12, 2023",https://mnopenings.org/profile/housing/?profile=3823
5624 36th avenue south,"Main Floor, Upstairs /",3,,minneapils,"DD Waiver, CAC, CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,612 227 0810,,3317,Doodi's best care inc,MN,In-Home,,"Jul 12, 2023",https://mnopenings.org/profile/housing/?profile=3317
6124 Lee Ave N.,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Elopement, Alcohol / Chemical Dependency",Brooklyn Center,"CADI Waiver, Elderly Waiver, Private Pay",On Site,Awake,763-600-1981,"Wheelchair, Hoyer Lift, Ramp, Bathroom Hand Rails",4494,FORTUNATE HOMES LLC,MN,"ICF, In-Home",1:3,"Jul 12, 2023",https://mnopenings.org/profile/housing/?profile=4494
6937 France Ave N,Main Floor /,2,"Self Injurious, Verbal Aggression, Property Destruction, Alcohol / Chemical Dependency",Brooklyn Center,"CADI Waiver, TBI, Private Pay",On Site,Awake,763-600-1981,"Wheelchair, Hoyer Lift, Ramp",4034,FORTUNATE HOMES LLC,MN,"CRS/Formerly SLS, In-Home",2:4,"Jul 12, 2023",https://mnopenings.org/profile/housing/?profile=4034
1068 Dennis St South,Upstairs /,1,"Self Injurious, Verbal Aggression, Positive Support Transition Plan",Maplewood,"DD Waiver, CADI Waiver",On Call,Awake,(651) 246-4425,Bathroom Hand Rails,4472,NATI HEALING HOMES,MN,"Foster Care, In-Home",1:2,"Jul 12, 2023",https://mnopenings.org/profile/housing/?profile=4472
1712 84TH CT N,"Main Floor, Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",BROOKLYN PARK,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612.351.7891,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",3751,"LOYALTY HOME HEALTH CARE, LLC",MN,"CRS/Formerly SLS, In-Home, Respite, Out of Metro Crisis Bed",2:4,"Jul 12, 2023",https://mnopenings.org/profile/housing/?profile=3751
3912 86th Lane NE,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Blaine,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6125588999,"Wheelchair, Hospital Bed, Bathroom Hand Rails",5426,Crown Healthcare,MN,"In-Home, Temporary Care, Out of Metro Crisis Bed",1:2,"Jul 12, 2023",https://mnopenings.org/profile/housing/?profile=5426
843 33rd Ave N,"Main Floor, Basement /",5,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",St Cloud,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,3204286833,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5402,Stelix Care Home LLC.,MN,CRS/Formerly SLS,2:4,"Jul 12, 2023",https://mnopenings.org/profile/housing/?profile=5402
560 3rd Ave SE,Main Floor /,4,,Milaca,"DD Waiver, CADI Waiver",,Sleep,763-252-4615,"Wheelchair, Ramp, Bathroom Hand Rails",1851,Volunteers of America,MN,CRS/Formerly SLS,2:4,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=1851
903 Fourth St South,"Main Floor, Basement /",2,,Princeton,"DD Waiver, CADI Waiver",,Awake,763-252-4615,,5505,Volunteers of America,MN,CRS/Formerly SLS,2:4,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=5505
1551 Red Cedar Road,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Eagan,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,6128051118,"Wheelchair, Hoyer Lift, Ramp, Stair Lift, Bathroom Hand Rails",4148,SynergyCare LLC,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home",1:2,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=4148
1486 Roundhouse Circle,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Shakopee,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6128051118,Bathroom Hand Rails,3382,SynergyCare LLC,MN,"CRS/Formerly SLS, Foster Care, SILS, In-Home",1:2,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=3382
1224 Vista Dr,"Main Floor, Basement /",5,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Burnsville,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,651-808-7249,"Wheelchair, Bathroom Hand Rails",5497,Ayan Care Inc. Assissted Living Facility,MN,"CRS/Formerly SLS, In-Home",1:2,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=5497
1544 RoundHouse cir,"Main Floor, Basement /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Shakopee,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,952-486-1813,"Stair Lift, Bathroom Hand Rails",4359,Holistic Health Care Services LLC,MN,"Respite, Temporary Care, Out of Metro Crisis Bed",1:1,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=4359
7309 ZANE AVE N,Upstairs /,2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6122450436,"Wheelchair, Ramp",5454,Bright Living LLC,MN,"CRS/Formerly SLS, ICF, In-Home, Respite",1:1,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=5454
6625 Founders PKWY,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6122450436,"Wheelchair, Ramp",5455,Bright Living LLC,MN,"ICF, In-Home, Respite",1:1,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=5455
6714 92nd Bay South,Main Floor /,2,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Cottage Grove,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Call,Awake,6513662730,"Wheelchair, Ramp, Bathroom Hand Rails",5350,Caringhands Home Health Care INC.,MN,"SILS, In-Home, Respite",1:3,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=5350
1620 Wilking Way,"Main Floor, Basement /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Shakopee,"CADI Waiver, TBI, Elderly Waiver, Medical Assistance",On Site,Awake,9527693752,,5403,Affinity Quality Living LLC (55+-Move-In Special - First 3 Months of Rent Free!),MN,"CRS/Formerly SLS, ICF, SILS, In-Home",1:2,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=5403
"2518 Washington ST NE,","Main Floor, Basement, Upstairs /",5,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"DD Waiver, CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,612-345-5374,,4760,Thrive better,MN,In-Home,1:2,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=4760
Birch Grove House,"Main Floor, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,763-300-0271,Bathroom Hand Rails,3210,Horizon Home Care Services Inc,MN,"CRS/Formerly SLS, SILS, Temporary Care",1:2,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=3210
3720 28th S Ave,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Positive Support Transition Plan",Minneapolis,"CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,612-229-7269,,4889,Better Care Services LLC,MN,In-Home,,"Jul 11, 2023",https://mnopenings.org/profile/housing/?profile=4889
